,source,type,gene_id,gene_version,gene_name,gene_source,gene_biotype,gene_search,is_top_hvg
ENSG00000172288,ensembl_havana,gene,ENSG00000172288,7,CDY1,ensembl_havana,protein_coding,CDY1; ENSG00000172288,FALSE
ENSG00000231141,havana,gene,ENSG00000231141,1,TTTY3,havana,lincRNA,TTTY3; ENSG00000231141,FALSE
ENSG00000279973,havana,gene,ENSG00000279973,2,CU104787.1,havana,lincRNA,CU104787.1; ENSG00000279973,FALSE
ENSG00000280341,havana,gene,ENSG00000280341,1,AP000542.3,havana,lincRNA,AP000542.3; ENSG00000280341,FALSE
ENSG00000279442,havana,gene,ENSG00000279442,1,AP000542.2,havana,lincRNA,AP000542.2; ENSG00000279442,FALSE
ENSG00000130538,ensembl_havana,gene,ENSG00000130538,5,OR11H1,ensembl_havana,protein_coding,OR11H1; ENSG00000130538,FALSE
ENSG00000233408,havana,gene,ENSG00000233408,1,AP000534.1,havana,antisense,AP000534.1; ENSG00000233408,FALSE
ENSG00000230471,havana,gene,ENSG00000230471,1,AP000532.2,havana,lincRNA,AP000532.2; ENSG00000230471,FALSE
ENSG00000198062,ensembl_havana,gene,ENSG00000198062,14,POTEH,ensembl_havana,protein_coding,POTEH; ENSG00000198062,FALSE
ENSG00000236666,havana,gene,ENSG00000236666,1,POTEH-AS1,havana,antisense,POTEH-AS1; ENSG00000236666,FALSE
ENSG00000225255,havana,gene,ENSG00000225255,6,AP000527.1,havana,lincRNA,AP000527.1; ENSG00000225255,FALSE
ENSG00000233866,havana,gene,ENSG00000233866,1,AC145543.1,havana,lincRNA,AC145543.1; ENSG00000233866,FALSE
ENSG00000273362,havana,gene,ENSG00000273362,1,AP000547.2,havana,lincRNA,AP000547.2; ENSG00000273362,FALSE
ENSG00000198445,ensembl_havana,gene,ENSG00000198445,4,CCT8L2,ensembl_havana,protein_coding,CCT8L2; ENSG00000198445,FALSE
ENSG00000283633,havana,gene,ENSG00000283633,1,AP000547.3,havana,lincRNA,AP000547.3; ENSG00000283633,FALSE
ENSG00000267338,havana,gene,ENSG00000267338,1,AP000365.1,havana,lincRNA,AP000365.1; ENSG00000267338,FALSE
ENSG00000235343,havana,gene,ENSG00000235343,1,LINC01665,havana,lincRNA,LINC01665; ENSG00000235343,FALSE
ENSG00000172967,ensembl_havana,gene,ENSG00000172967,7,XKR3,ensembl_havana,protein_coding,XKR3; ENSG00000172967,FALSE
ENSG00000237689,havana,gene,ENSG00000237689,1,AC007064.2,havana,lincRNA,AC007064.2; ENSG00000237689,FALSE
ENSG00000230481,havana,gene,ENSG00000230481,2,IGKV1OR22-5,havana,IG_V_pseudogene,IGKV1OR22-5; ENSG00000230481,FALSE
ENSG00000253691,havana,gene,ENSG00000253691,2,IGKV2OR22-4,havana,IG_V_pseudogene,IGKV2OR22-4; ENSG00000253691,FALSE
ENSG00000253460,havana,gene,ENSG00000253460,2,IGKV2OR22-3,havana,IG_V_pseudogene,IGKV2OR22-3; ENSG00000253460,FALSE
ENSG00000254264,havana,gene,ENSG00000254264,2,IGKV3OR22-2,havana,IG_V_pseudogene,IGKV3OR22-2; ENSG00000254264,FALSE
ENSG00000253481,havana,gene,ENSG00000253481,2,IGKV1OR22-1,havana,IG_V_pseudogene,IGKV1OR22-1; ENSG00000253481,FALSE
ENSG00000215568,ensembl_havana,gene,ENSG00000215568,8,GAB4,ensembl_havana,protein_coding,GAB4; ENSG00000215568,FALSE
ENSG00000273203,havana,gene,ENSG00000273203,1,AC006946.2,havana,lincRNA,AC006946.2; ENSG00000273203,FALSE
ENSG00000273442,havana,gene,ENSG00000273442,1,AC006946.3,havana,lincRNA,AC006946.3; ENSG00000273442,FALSE
ENSG00000177663,ensembl_havana,gene,ENSG00000177663,13,IL17RA,ensembl_havana,protein_coding,IL17RA; ENSG00000177663,FALSE
ENSG00000183307,ensembl_havana,gene,ENSG00000183307,3,TMEM121B,ensembl_havana,protein_coding,TMEM121B; ENSG00000183307,FALSE
ENSG00000235478,havana,gene,ENSG00000235478,4,LINC01664,havana,lincRNA,LINC01664; ENSG00000235478,FALSE
ENSG00000069998,ensembl_havana,gene,ENSG00000069998,12,HDHD5,ensembl_havana,protein_coding,HDHD5; ENSG00000069998,FALSE
ENSG00000185837,havana,gene,ENSG00000185837,3,HDHD5-AS1,havana,antisense,HDHD5-AS1; ENSG00000185837,FALSE
ENSG00000093072,ensembl_havana,gene,ENSG00000093072,15,ADA2,ensembl_havana,protein_coding,ADA2; ENSG00000093072,FALSE
ENSG00000241832,havana,gene,ENSG00000241832,1,CECR3,havana,lincRNA,CECR3; ENSG00000241832,FALSE
ENSG00000099954,ensembl_havana,gene,ENSG00000099954,18,CECR2,ensembl_havana,protein_coding,CECR2; ENSG00000099954,FALSE
ENSG00000182902,ensembl_havana,gene,ENSG00000182902,13,SLC25A18,ensembl_havana,protein_coding,SLC25A18; ENSG00000182902,TRUE
ENSG00000236754,ensembl_havana,gene,ENSG00000236754,5,AC007666.1,ensembl_havana,antisense,AC007666.1; ENSG00000236754,FALSE
ENSG00000131100,ensembl_havana,gene,ENSG00000131100,12,ATP6V1E1,ensembl_havana,protein_coding,ATP6V1E1; ENSG00000131100,FALSE
ENSG00000099968,ensembl_havana,gene,ENSG00000099968,17,BCL2L13,ensembl_havana,protein_coding,BCL2L13; ENSG00000099968,FALSE
ENSG00000015475,ensembl_havana,gene,ENSG00000015475,18,BID,ensembl_havana,protein_coding,BID; ENSG00000015475,FALSE
ENSG00000269220,havana,gene,ENSG00000269220,1,LINC00528,havana,lincRNA,LINC00528; ENSG00000269220,FALSE
ENSG00000243156,ensembl_havana,gene,ENSG00000243156,7,MICAL3,ensembl_havana,protein_coding,MICAL3; ENSG00000243156,FALSE
ENSG00000235295,havana,gene,ENSG00000235295,1,LINC01634,havana,lincRNA,LINC01634; ENSG00000235295,FALSE
ENSG00000225335,ensembl_havana,gene,ENSG00000225335,3,AC016027.1,ensembl_havana,antisense,AC016027.1; ENSG00000225335,FALSE
ENSG00000215193,ensembl_havana,gene,ENSG00000215193,12,PEX26,ensembl_havana,protein_coding,PEX26; ENSG00000215193,FALSE
ENSG00000183785,ensembl_havana,gene,ENSG00000183785,14,TUBA8,ensembl_havana,protein_coding,TUBA8; ENSG00000183785,FALSE
ENSG00000280007,havana,gene,ENSG00000280007,1,AC008079.2,havana,antisense,AC008079.2; ENSG00000280007,FALSE
ENSG00000184979,ensembl_havana,gene,ENSG00000184979,9,USP18,ensembl_havana,protein_coding,USP18; ENSG00000184979,FALSE
ENSG00000187979,havana,gene,ENSG00000187979,4,AC008079.1,havana,antisense,AC008079.1; ENSG00000187979,FALSE
ENSG00000274044,havana,gene,ENSG00000274044,4,LINC01660,havana,lincRNA,LINC01660; ENSG00000274044,FALSE
ENSG00000276874,havana,gene,ENSG00000276874,1,AC011718.1,havana,lincRNA,AC011718.1; ENSG00000276874,FALSE
ENSG00000277870,ensembl_havana,gene,ENSG00000277870,5,FAM230A,ensembl_havana,protein_coding,FAM230A; ENSG00000277870,FALSE
ENSG00000277017,havana,gene,ENSG00000277017,1,AC023490.1,havana,lincRNA,AC023490.1; ENSG00000277017,FALSE
ENSG00000278044,havana,gene,ENSG00000278044,1,AC023490.3,havana,lincRNA,AC023490.3; ENSG00000278044,FALSE
ENSG00000274252,havana,gene,ENSG00000274252,1,GGTLC3,havana,protein_coding,GGTLC3; ENSG00000274252,FALSE
ENSG00000278558,ensembl_havana,gene,ENSG00000278558,4,TMEM191B,ensembl_havana,protein_coding,TMEM191B; ENSG00000278558,FALSE
ENSG00000275793,ensembl_havana,gene,ENSG00000275793,1,RIMBP3,ensembl_havana,protein_coding,RIMBP3; ENSG00000275793,FALSE
ENSG00000182824,havana,gene,ENSG00000182824,7,LINC01662,havana,lincRNA,LINC01662; ENSG00000182824,FALSE
ENSG00000276095,havana,gene,ENSG00000276095,2,LINC01663,havana,lincRNA,LINC01663; ENSG00000276095,FALSE
ENSG00000183628,ensembl_havana,gene,ENSG00000183628,12,DGCR6,ensembl_havana,protein_coding,DGCR6; ENSG00000183628,FALSE
ENSG00000283809,havana,gene,ENSG00000283809,1,AC007326.4,havana,protein_coding,AC007326.4; ENSG00000283809,FALSE
ENSG00000100033,ensembl_havana,gene,ENSG00000100033,16,PRODH,ensembl_havana,protein_coding,PRODH; ENSG00000100033,FALSE
ENSG00000280418,havana,gene,ENSG00000280418,1,AC007326.2,havana,lincRNA,AC007326.2; ENSG00000280418,FALSE
ENSG00000273032,havana,gene,ENSG00000273032,1,DGCR9,havana,lincRNA,DGCR9; ENSG00000273032,FALSE
ENSG00000070413,ensembl_havana,gene,ENSG00000070413,19,DGCR2,ensembl_havana,protein_coding,DGCR2; ENSG00000070413,FALSE
ENSG00000223461,havana,gene,ENSG00000223461,1,AC004471.1,havana,antisense,AC004471.1; ENSG00000223461,FALSE
ENSG00000272682,havana,gene,ENSG00000272682,1,AC004471.2,havana,lincRNA,AC004471.2; ENSG00000272682,FALSE
ENSG00000100056,ensembl_havana,gene,ENSG00000100056,11,ESS2,ensembl_havana,protein_coding,ESS2; ENSG00000100056,FALSE
ENSG00000206203,ensembl_havana,gene,ENSG00000206203,4,TSSK2,ensembl_havana,protein_coding,TSSK2; ENSG00000206203,FALSE
ENSG00000063515,ensembl_havana,gene,ENSG00000063515,2,GSC2,ensembl_havana,protein_coding,GSC2; ENSG00000063515,FALSE
ENSG00000260924,havana,gene,ENSG00000260924,2,LINC01311,havana,antisense,LINC01311; ENSG00000260924,FALSE
ENSG00000100075,ensembl_havana,gene,ENSG00000100075,9,SLC25A1,ensembl_havana,protein_coding,SLC25A1; ENSG00000100075,TRUE
ENSG00000070371,ensembl_havana,gene,ENSG00000070371,15,CLTCL1,ensembl_havana,protein_coding,CLTCL1; ENSG00000070371,FALSE
ENSG00000100084,ensembl_havana,gene,ENSG00000100084,14,HIRA,ensembl_havana,protein_coding,HIRA; ENSG00000100084,FALSE
ENSG00000242259,ensembl_havana,gene,ENSG00000242259,8,C22orf39,ensembl_havana,protein_coding,C22orf39; ENSG00000242259,FALSE
ENSG00000185608,ensembl_havana,gene,ENSG00000185608,8,MRPL40,ensembl_havana,protein_coding,MRPL40; ENSG00000185608,FALSE
ENSG00000185065,havana,gene,ENSG00000185065,6,AC000068.1,havana,antisense,AC000068.1; ENSG00000185065,FALSE
ENSG00000070010,ensembl_havana,gene,ENSG00000070010,18,UFD1,ensembl_havana,protein_coding,UFD1; ENSG00000070010,FALSE
ENSG00000273300,havana,gene,ENSG00000273300,1,AC000068.3,havana,antisense,AC000068.3; ENSG00000273300,FALSE
ENSG00000273212,havana,gene,ENSG00000273212,1,AC000068.2,havana,antisense,AC000068.2; ENSG00000273212,FALSE
ENSG00000093009,ensembl_havana,gene,ENSG00000093009,9,CDC45,ensembl_havana,protein_coding,CDC45; ENSG00000093009,FALSE
ENSG00000184113,ensembl_havana,gene,ENSG00000184113,9,CLDN5,ensembl_havana,protein_coding,CLDN5; ENSG00000184113,TRUE
ENSG00000281548,havana,gene,ENSG00000281548,1,LINC00895,havana,lincRNA,LINC00895; ENSG00000281548,FALSE
ENSG00000225007,havana,gene,ENSG00000225007,1,AC000067.1,havana,lincRNA,AC000067.1; ENSG00000225007,FALSE
ENSG00000184702,ensembl_havana,gene,ENSG00000184702,19,SEPT5,ensembl_havana,protein_coding,SEPT5; ENSG00000184702,FALSE
ENSG00000284874,havana,gene,ENSG00000284874,1,AC000093.1,havana,protein_coding,AC000093.1; ENSG00000284874,FALSE
ENSG00000203618,ensembl_havana,gene,ENSG00000203618,5,GP1BB,ensembl_havana,protein_coding,GP1BB; ENSG00000203618,FALSE
ENSG00000184058,ensembl_havana,gene,ENSG00000184058,13,TBX1,ensembl_havana,protein_coding,TBX1; ENSG00000184058,FALSE
ENSG00000185838,ensembl_havana,gene,ENSG00000185838,13,GNB1L,ensembl_havana,protein_coding,GNB1L; ENSG00000185838,FALSE
ENSG00000215012,ensembl_havana,gene,ENSG00000215012,8,RTL10,ensembl_havana,protein_coding,RTL10; ENSG00000215012,FALSE
ENSG00000184470,ensembl_havana,gene,ENSG00000184470,20,TXNRD2,ensembl_havana,protein_coding,TXNRD2; ENSG00000184470,FALSE
ENSG00000093010,ensembl_havana,gene,ENSG00000093010,13,COMT,ensembl_havana,protein_coding,COMT; ENSG00000093010,TRUE
ENSG00000099889,ensembl_havana,gene,ENSG00000099889,13,ARVCF,ensembl_havana,protein_coding,ARVCF; ENSG00000099889,FALSE
ENSG00000183597,ensembl_havana,gene,ENSG00000183597,15,TANGO2,ensembl_havana,protein_coding,TANGO2; ENSG00000183597,FALSE
ENSG00000236540,havana,gene,ENSG00000236540,7,AC006547.1,havana,antisense,AC006547.1; ENSG00000236540,FALSE
ENSG00000268292,havana,gene,ENSG00000268292,1,AC006547.3,havana,antisense,AC006547.3; ENSG00000268292,FALSE
ENSG00000128191,ensembl_havana,gene,ENSG00000128191,15,DGCR8,ensembl_havana,protein_coding,DGCR8; ENSG00000128191,FALSE
ENSG00000243762,havana,gene,ENSG00000243762,1,AC006547.2,havana,antisense,AC006547.2; ENSG00000243762,FALSE
ENSG00000099899,ensembl_havana,gene,ENSG00000099899,14,TRMT2A,ensembl_havana,protein_coding,TRMT2A; ENSG00000099899,FALSE
ENSG00000099901,ensembl_havana,gene,ENSG00000099901,16,RANBP1,ensembl_havana,protein_coding,RANBP1; ENSG00000099901,TRUE
ENSG00000099904,ensembl_havana,gene,ENSG00000099904,15,ZDHHC8,ensembl_havana,protein_coding,ZDHHC8; ENSG00000099904,FALSE
ENSG00000234409,ensembl_havana,gene,ENSG00000234409,6,CCDC188,ensembl_havana,protein_coding,CCDC188; ENSG00000234409,FALSE
ENSG00000249923,havana,gene,ENSG00000249923,1,AC007663.2,havana,antisense,AC007663.2; ENSG00000249923,FALSE
ENSG00000236499,ensembl_havana,gene,ENSG00000236499,2,LINC00896,ensembl_havana,lincRNA,LINC00896; ENSG00000236499,FALSE
ENSG00000040608,ensembl_havana,gene,ENSG00000040608,13,RTN4R,ensembl_havana,protein_coding,RTN4R; ENSG00000040608,FALSE
ENSG00000128185,ensembl_havana,gene,ENSG00000128185,9,DGCR6L,ensembl_havana,protein_coding,DGCR6L; ENSG00000128185,FALSE
ENSG00000273139,havana,gene,ENSG00000273139,1,AC007663.3,havana,lincRNA,AC007663.3; ENSG00000273139,FALSE
ENSG00000188280,ensembl_havana,gene,ENSG00000188280,11,AC007731.1,ensembl_havana,antisense,AC007731.1; ENSG00000188280,FALSE
ENSG00000235578,havana,gene,ENSG00000235578,1,AC007731.3,havana,lincRNA,AC007731.3; ENSG00000235578,FALSE
ENSG00000161133,ensembl_havana,gene,ENSG00000161133,16,USP41,ensembl_havana,protein_coding,USP41; ENSG00000161133,FALSE
ENSG00000185252,ensembl_havana,gene,ENSG00000185252,18,ZNF74,ensembl_havana,protein_coding,ZNF74; ENSG00000185252,FALSE
ENSG00000244486,ensembl_havana,gene,ENSG00000244486,8,SCARF2,ensembl_havana,protein_coding,SCARF2; ENSG00000244486,FALSE
ENSG00000277971,havana,gene,ENSG00000277971,1,AC007731.5,havana,protein_coding,AC007731.5; ENSG00000277971,FALSE
ENSG00000099910,ensembl_havana,gene,ENSG00000099910,16,KLHL22,ensembl_havana,protein_coding,KLHL22; ENSG00000099910,FALSE
ENSG00000099917,ensembl_havana,gene,ENSG00000099917,17,MED15,ensembl_havana,protein_coding,MED15; ENSG00000099917,FALSE
ENSG00000236003,havana,gene,ENSG00000236003,1,AC007731.4,havana,antisense,AC007731.4; ENSG00000236003,FALSE
ENSG00000241973,ensembl_havana,gene,ENSG00000241973,10,PI4KA,ensembl_havana,protein_coding,PI4KA; ENSG00000241973,FALSE
ENSG00000099937,ensembl_havana,gene,ENSG00000099937,10,SERPIND1,ensembl_havana,protein_coding,SERPIND1; ENSG00000099937,FALSE
ENSG00000099940,ensembl_havana,gene,ENSG00000099940,11,SNAP29,ensembl_havana,protein_coding,SNAP29; ENSG00000099940,FALSE
ENSG00000272600,havana,gene,ENSG00000272600,1,AC007308.1,havana,antisense,AC007308.1; ENSG00000272600,FALSE
ENSG00000099942,ensembl_havana,gene,ENSG00000099942,12,CRKL,ensembl_havana,protein_coding,CRKL; ENSG00000099942,FALSE
ENSG00000237476,havana,gene,ENSG00000237476,1,LINC01637,havana,lincRNA,LINC01637; ENSG00000237476,FALSE
ENSG00000183773,ensembl_havana,gene,ENSG00000183773,15,AIFM3,ensembl_havana,protein_coding,AIFM3; ENSG00000183773,FALSE
ENSG00000272829,havana,gene,ENSG00000272829,1,AC002470.1,havana,lincRNA,AC002470.1; ENSG00000272829,FALSE
ENSG00000099949,ensembl_havana,gene,ENSG00000099949,19,LZTR1,ensembl_havana,protein_coding,LZTR1; ENSG00000099949,FALSE
ENSG00000184436,ensembl_havana,gene,ENSG00000184436,11,THAP7,ensembl_havana,protein_coding,THAP7; ENSG00000184436,FALSE
ENSG00000230513,havana,gene,ENSG00000230513,1,THAP7-AS1,havana,antisense,THAP7-AS1; ENSG00000230513,FALSE
ENSG00000099957,ensembl_havana,gene,ENSG00000099957,16,P2RX6,ensembl_havana,protein_coding,P2RX6; ENSG00000099957,FALSE
ENSG00000099960,ensembl_havana,gene,ENSG00000099960,12,SLC7A4,ensembl_havana,protein_coding,SLC7A4; ENSG00000099960,FALSE
ENSG00000226872,havana,gene,ENSG00000226872,1,AC002472.1,havana,antisense,AC002472.1; ENSG00000226872,FALSE
ENSG00000187905,havana,gene,ENSG00000187905,10,LRRC74B,havana,protein_coding,LRRC74B; ENSG00000187905,FALSE
ENSG00000197210,havana,gene,ENSG00000197210,7,AP000550.1,havana,lincRNA,AP000550.1; ENSG00000197210,FALSE
ENSG00000234503,havana,gene,ENSG00000234503,1,AP000550.2,havana,lincRNA,AP000550.2; ENSG00000234503,FALSE
ENSG00000133475,havana,gene,ENSG00000133475,17,GGT2,havana,protein_coding,GGT2; ENSG00000133475,FALSE
ENSG00000206142,havana,gene,ENSG00000206142,9,AP000552.1,havana,lincRNA,AP000552.1; ENSG00000206142,FALSE
ENSG00000237407,havana,gene,ENSG00000237407,1,AP000552.3,havana,lincRNA,AP000552.3; ENSG00000237407,FALSE
ENSG00000279920,havana,gene,ENSG00000279920,1,LINC01651,havana,lincRNA,LINC01651; ENSG00000279920,FALSE
ENSG00000274600,ensembl_havana,gene,ENSG00000274600,1,RIMBP3B,ensembl_havana,protein_coding,RIMBP3B; ENSG00000274600,FALSE
ENSG00000169635,ensembl_havana,gene,ENSG00000169635,9,HIC2,ensembl_havana,protein_coding,HIC2; ENSG00000169635,FALSE
ENSG00000206140,ensembl_havana,gene,ENSG00000206140,10,TMEM191C,ensembl_havana,protein_coding,TMEM191C; ENSG00000206140,FALSE
ENSG00000183246,ensembl_havana,gene,ENSG00000183246,6,RIMBP3C,ensembl_havana,protein_coding,RIMBP3C; ENSG00000183246,FALSE
ENSG00000185651,ensembl_havana,gene,ENSG00000185651,14,UBE2L3,ensembl_havana,protein_coding,UBE2L3; ENSG00000185651,FALSE
ENSG00000161179,ensembl_havana,gene,ENSG00000161179,13,YDJC,ensembl_havana,protein_coding,YDJC; ENSG00000161179,FALSE
ENSG00000161180,ensembl_havana,gene,ENSG00000161180,10,CCDC116,ensembl_havana,protein_coding,CCDC116; ENSG00000161180,FALSE
ENSG00000273342,havana,gene,ENSG00000273342,1,AP000553.3,havana,lincRNA,AP000553.3; ENSG00000273342,FALSE
ENSG00000128228,ensembl_havana,gene,ENSG00000128228,4,SDF2L1,ensembl_havana,protein_coding,SDF2L1; ENSG00000128228,TRUE
ENSG00000100023,ensembl_havana,gene,ENSG00000100023,18,PPIL2,ensembl_havana,protein_coding,PPIL2; ENSG00000100023,FALSE
ENSG00000100027,ensembl_havana,gene,ENSG00000100027,14,YPEL1,ensembl_havana,protein_coding,YPEL1; ENSG00000100027,FALSE
ENSG00000100030,ensembl_havana,gene,ENSG00000100030,14,MAPK1,ensembl_havana,protein_coding,MAPK1; ENSG00000100030,FALSE
ENSG00000100034,ensembl_havana,gene,ENSG00000100034,13,PPM1F,ensembl_havana,protein_coding,PPM1F; ENSG00000100034,FALSE
ENSG00000224086,havana,gene,ENSG00000224086,5,AC245452.1,havana,antisense,AC245452.1; ENSG00000224086,FALSE
ENSG00000100038,ensembl_havana,gene,ENSG00000100038,19,TOP3B,ensembl_havana,protein_coding,TOP3B; ENSG00000100038,FALSE
ENSG00000253239,havana,gene,ENSG00000253239,1,IGLVI-70,havana,IG_V_pseudogene,IGLVI-70; ENSG00000253239,FALSE
ENSG00000211637,havana,gene,ENSG00000211637,2,IGLV4-69,havana,IG_V_gene,IGLV4-69; ENSG00000211637,FALSE
ENSG00000254355,havana,gene,ENSG00000254355,1,IGLVI-68,havana,IG_V_pseudogene,IGLVI-68; ENSG00000254355,FALSE
ENSG00000278657,havana,gene,ENSG00000278657,1,AC245452.5,havana,lincRNA,AC245452.5; ENSG00000278657,FALSE
ENSG00000211642,ensembl_havana,gene,ENSG00000211642,3,IGLV10-54,ensembl_havana,IG_V_gene,IGLV10-54; ENSG00000211642,FALSE
ENSG00000253794,havana,gene,ENSG00000253794,1,IGLV10-67,havana,IG_V_pseudogene,IGLV10-67; ENSG00000253794,FALSE
ENSG00000253874,havana,gene,ENSG00000253874,1,IGLVIV-66-1,havana,IG_V_pseudogene,IGLVIV-66-1; ENSG00000253874,FALSE
ENSG00000254075,havana,gene,ENSG00000254075,1,IGLVV-66,havana,IG_V_pseudogene,IGLVV-66; ENSG00000254075,FALSE
ENSG00000254161,havana,gene,ENSG00000254161,1,IGLVIV-65,havana,IG_V_pseudogene,IGLVIV-65; ENSG00000254161,FALSE
ENSG00000253242,havana,gene,ENSG00000253242,1,IGLVIV-64,havana,IG_V_pseudogene,IGLVIV-64; ENSG00000253242,FALSE
ENSG00000253752,havana,gene,ENSG00000253752,1,IGLVI-63,havana,IG_V_pseudogene,IGLVI-63; ENSG00000253752,FALSE
ENSG00000253823,havana,gene,ENSG00000253823,1,IGLV1-62,havana,IG_V_pseudogene,IGLV1-62; ENSG00000253823,FALSE
ENSG00000211638,havana,gene,ENSG00000211638,2,IGLV8-61,havana,IG_V_gene,IGLV8-61; ENSG00000211638,FALSE
ENSG00000211639,havana,gene,ENSG00000211639,2,IGLV4-60,havana,IG_V_gene,IGLV4-60; ENSG00000211639,FALSE
ENSG00000254308,havana,gene,ENSG00000254308,1,IGLVIV-59,havana,IG_V_pseudogene,IGLVIV-59; ENSG00000254308,FALSE
ENSG00000253637,havana,gene,ENSG00000253637,1,IGLVV-58,havana,IG_V_pseudogene,IGLVV-58; ENSG00000253637,FALSE
ENSG00000211640,ensembl_havana,gene,ENSG00000211640,4,IGLV6-57,ensembl_havana,IG_V_gene,IGLV6-57; ENSG00000211640,FALSE
ENSG00000253126,havana,gene,ENSG00000253126,1,IGLVI-56,havana,IG_V_pseudogene,IGLVI-56; ENSG00000253126,FALSE
ENSG00000211641,havana,gene,ENSG00000211641,3,IGLV11-55,havana,IG_V_gene,IGLV11-55; ENSG00000211641,FALSE
ENSG00000253935,havana,gene,ENSG00000253935,1,IGLVIV-53,havana,IG_V_pseudogene,IGLVIV-53; ENSG00000253935,FALSE
ENSG00000169575,ensembl_havana,gene,ENSG00000169575,4,VPREB1,ensembl_havana,protein_coding,VPREB1; ENSG00000169575,FALSE
ENSG00000279278,havana,gene,ENSG00000279278,1,AC245060.6,havana,lincRNA,AC245060.6; ENSG00000279278,FALSE
ENSG00000274422,havana,gene,ENSG00000274422,1,AC245060.5,havana,lincRNA,AC245060.5; ENSG00000274422,FALSE
ENSG00000234630,havana,gene,ENSG00000234630,1,AC245060.2,havana,lincRNA,AC245060.2; ENSG00000234630,FALSE
ENSG00000211643,havana,gene,ENSG00000211643,2,IGLV5-52,havana,IG_V_gene,IGLV5-52; ENSG00000211643,FALSE
ENSG00000211644,ensembl_havana,gene,ENSG00000211644,3,IGLV1-51,ensembl_havana,IG_V_gene,IGLV1-51; ENSG00000211644,FALSE
ENSG00000211645,havana,gene,ENSG00000211645,2,IGLV1-50,havana,IG_V_gene,IGLV1-50; ENSG00000211645,FALSE
ENSG00000223350,havana,gene,ENSG00000223350,2,IGLV9-49,havana,IG_V_gene,IGLV9-49; ENSG00000223350,FALSE
ENSG00000211647,havana,gene,ENSG00000211647,1,IGLV5-48,havana,IG_V_gene,IGLV5-48; ENSG00000211647,FALSE
ENSG00000211648,havana,gene,ENSG00000211648,2,IGLV1-47,havana,IG_V_gene,IGLV1-47; ENSG00000211648,FALSE
ENSG00000211649,havana,gene,ENSG00000211649,3,IGLV7-46,havana,IG_V_gene,IGLV7-46; ENSG00000211649,FALSE
ENSG00000211650,havana,gene,ENSG00000211650,2,IGLV5-45,havana,IG_V_gene,IGLV5-45; ENSG00000211650,FALSE
ENSG00000211651,havana,gene,ENSG00000211651,3,IGLV1-44,havana,IG_V_gene,IGLV1-44; ENSG00000211651,FALSE
ENSG00000211652,havana,gene,ENSG00000211652,2,IGLV7-43,havana,IG_V_gene,IGLV7-43; ENSG00000211652,FALSE
ENSG00000254175,havana,gene,ENSG00000254175,1,IGLVI-42,havana,IG_V_pseudogene,IGLVI-42; ENSG00000254175,FALSE
ENSG00000254073,havana,gene,ENSG00000254073,1,IGLVVII-41-1,havana,IG_V_pseudogene,IGLVVII-41-1; ENSG00000254073,FALSE
ENSG00000253818,havana,gene,ENSG00000253818,1,IGLV1-41,havana,IG_V_pseudogene,IGLV1-41; ENSG00000253818,FALSE
ENSG00000211653,havana,gene,ENSG00000211653,2,IGLV1-40,havana,IG_V_gene,IGLV1-40; ENSG00000211653,FALSE
ENSG00000253889,havana,gene,ENSG00000253889,1,IGLVI-38,havana,IG_V_pseudogene,IGLVI-38; ENSG00000253889,FALSE
ENSG00000211654,havana,gene,ENSG00000211654,2,IGLV5-37,havana,IG_V_gene,IGLV5-37; ENSG00000211654,FALSE
